name,sids,county,state,elev,climdiv,uid,longitude,latitude,date,avgt
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-01,18.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-02,22.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-03,18.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-04,16.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-05,-2.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-06,-1.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-07,-0.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-08,23.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-09,30.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-10,31.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-11,32.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-12,21.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-13,14.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-14,16.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-15,18.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-16,18.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-17,16.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-18,27.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-19,31.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-20,33.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-21,30.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-22,31.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-23,26.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-24,15.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-25,18.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-26,29.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-27,24.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-28,15.0
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-29,16.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-30,18.5
CHILOQUIN 12 NW (FORT KLAMATH),"{'COOP': '351574', 'GHCN': 'USC00351574', 'NWSLI': 'CHQO3'}",41035,OR,4180.0,OR07,14962,-121.9952,42.7036,2017-01-31,22.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-01,21.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-02,19.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-03,19.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-04,14.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-05,4.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-06,4.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-07,22.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-08,35.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-09,29.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-10,32.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-11,23.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-12,20.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-13,18.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-14,20.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-15,24.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-16,26.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-17,28.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-18,33.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-19,32.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-20,32.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-21,30.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-22,29.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-23,22.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-24,22.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-25,27.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-26,31.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-27,24.5
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-28,26.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-29,31.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-30,33.0
SELDOM CREEK OREGON,{'GHCN': 'USR0000OSEL'},41035,OR,4875.0,OR07,66888,-122.1914,42.4075,2017-01-31,36.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-01,20.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-02,19.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-03,18.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-04,15.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-05,5.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-06,14.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-07,25.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-08,35.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-09,28.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-10,30.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-11,23.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-12,21.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-13,21.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-14,25.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-15,28.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-16,33.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-17,37.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-18,31.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-19,29.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-20,29.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-21,28.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-22,26.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-23,23.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-24,23.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-25,25.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-26,29.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-27,25.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-28,31.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-29,37.5
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-30,42.0
FOURMILE LAKE,{'GHCN': 'USS0022G12S'},41035,OR,5970.0,OR07,67755,-122.23,42.44,2017-01-31,38.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-01,22.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-02,20.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-03,21.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-04,16.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-05,5.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-06,12.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-07,26.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-08,36.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-09,30.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-10,33.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-11,25.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-12,25.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-13,22.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-14,24.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-15,27.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-16,32.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-17,32.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-18,34.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-19,33.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-20,33.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-21,31.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-22,30.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-23,24.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-24,22.5
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-25,27.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-26,32.0
BILLIE CREEK DIVIDE,{'GHCN': 'USS0022G13S'},41035,OR,5280.0,OR07,67756,-122.27,42.41,2017-01-27,28.5
